RECORDING_SESSION_LABEL,TRIAL_INDEX,image,experiment,n_fix,fix_mean,fix_max,norm_fix_mean,norm_fix_max,x_regressions,y_regressions,up_freq,down_freq,left_freq,right_freq,min_duration,avg_duration,max_duration,min_vel,avg_vel,max_vel,min_ampl,avg_ampl,max_ampl,min_angle,avg_angle,max_angle,min_distance,avg_distance,max_distance,min_slope,avg_slope,max_slope
44,3,ReadingWITHinterference.jpg,1,50,340.72,952,0.3578991596638656,1,22,22,0.0573012939001848,0.0258780036968576,0.3585951940850277,0.5471349353049908,16,51.13123844731978,624,0.42,109.10826247689464,282.82,0.04,5.891626617375231,24.25,-179.75,-2.669556377079483,180.0,1.2165525060596332,201.2159631131022,933.941673767693,-3.1347295178310293,0.0710034551634649,3.141592653589793
60,3,ReadingWITHinterference.jpg,1,48,312.2916666666667,936,0.333644943019943,1,20,13,0.0573012939001848,0.0258780036968576,0.3585951940850277,0.5471349353049908,16,51.13123844731978,624,0.42,109.10826247689464,282.82,0.04,5.891626617375231,24.25,-179.75,-2.669556377079483,180.0,1.2165525060596332,201.2159631131022,933.941673767693,-3.1347295178310293,0.0710034551634649,3.141592653589793
3,4,ReadingWITHOUTinterference.jpg,1,51,297.4901960784314,790,0.3765698684537106,1,17,18,0.0658536585365853,0.0219512195121951,0.3219512195121951,0.5853658536585366,16,50.35121951219512,304,1.36,116.32351219512196,279.51,0.06,6.489658536585365,24.69,-179.94,-1.9044878048780485,179.99,2.051828452868381,220.8778107677404,936.1723345623924,-3.1412822873676047,0.0332691080869729,3.1400775032340764
10,4,ReadingWITHOUTinterference.jpg,1,42,242.1904761904762,582,0.4161348388152512,1,18,17,0.0658536585365853,0.0219512195121951,0.3219512195121951,0.5853658536585366,16,50.35121951219512,304,1.36,116.32351219512196,279.51,0.06,6.489658536585365,24.69,-179.94,-1.9044878048780485,179.99,2.051828452868381,220.8778107677404,936.1723345623924,-3.1412822873676047,0.0332691080869729,3.1400775032340764
18,4,ReadingWITHOUTinterference.jpg,1,46,294.3913043478261,1448,0.2033089118424213,1,16,21,0.0658536585365853,0.0219512195121951,0.3219512195121951,0.5853658536585366,16,50.35121951219512,304,1.36,116.32351219512196,279.51,0.06,6.489658536585365,24.69,-179.94,-1.9044878048780485,179.99,2.051828452868381,220.8778107677404,936.1723345623924,-3.1412822873676047,0.0332691080869729,3.1400775032340764
26,4,ReadingWITHOUTinterference.jpg,1,57,224.280701754386,452,0.496196242819438,1,25,23,0.0658536585365853,0.0219512195121951,0.3219512195121951,0.5853658536585366,16,50.35121951219512,304,1.36,116.32351219512196,279.51,0.06,6.489658536585365,24.69,-179.94,-1.9044878048780485,179.99,2.051828452868381,220.8778107677404,936.1723345623924,-3.1412822873676047,0.0332691080869729,3.1400775032340764
34,4,ReadingWITHOUTinterference.jpg,1,48,285.5833333333333,838,0.3407915672235481,1,20,26,0.0658536585365853,0.0219512195121951,0.3219512195121951,0.5853658536585366,16,50.35121951219512,304,1.36,116.32351219512196,279.51,0.06,6.489658536585365,24.69,-179.94,-1.9044878048780485,179.99,2.051828452868381,220.8778107677404,936.1723345623924,-3.1412822873676047,0.0332691080869729,3.1400775032340764
36,4,ReadingWITHOUTinterference.jpg,1,42,240.0,1292,0.1857585139318886,1,14,18,0.0658536585365853,0.0219512195121951,0.3219512195121951,0.5853658536585366,16,50.35121951219512,304,1.36,116.32351219512196,279.51,0.06,6.489658536585365,24.69,-179.94,-1.9044878048780485,179.99,2.051828452868381,220.8778107677404,936.1723345623924,-3.1412822873676047,0.0332691080869729,3.1400775032340764
44,4,ReadingWITHOUTinterference.jpg,1,40,277.05,1466,0.1889836289222374,1,13,19,0.0658536585365853,0.0219512195121951,0.3219512195121951,0.5853658536585366,16,50.35121951219512,304,1.36,116.32351219512196,279.51,0.06,6.489658536585365,24.69,-179.94,-1.9044878048780485,179.99,2.051828452868381,220.8778107677404,936.1723345623924,-3.1412822873676047,0.0332691080869729,3.1400775032340764
60,4,ReadingWITHOUTinterference.jpg,1,43,269.5348837209302,666,0.4047070326140094,1,15,18,0.0658536585365853,0.0219512195121951,0.3219512195121951,0.5853658536585366,16,50.35121951219512,304,1.36,116.32351219512196,279.51,0.06,6.489658536585365,24.69,-179.94,-1.9044878048780485,179.99,2.051828452868381,220.8778107677404,936.1723345623924,-3.1412822873676047,0.0332691080869729,3.1400775032340764
4,1,NamingWITHOUTinterference.jpg,3,44,287.7272727272727,1264,0.227632336018412,1,14,21,0.0687022900763358,0.0534351145038167,0.3236641221374046,0.5297709923664122,16,69.10534351145039,4862,0.05,98.9617709923664,321.98,0.0,5.851053435114504,27.65,-179.91,3.495297709923664,180.0,0.0999999999999943,196.9615072290106,1246.770331697061,-3.139067406432281,-0.0420416619065947,3.141592653589793
