experiment,image,Trial_Index_,CURRENT_SAC_DURATION,CURRENT_SAC_AVG_VELOCITY,CURRENT_SAC_AMPLITUDE,CURRENT_SAC_ANGLE,saccade_distance,saccade_slope,up_freq,down_freq,left_freq,right_freq
1,NamingWITHinterference.jpg,1,60,120.12,7.21,-152.76,247.3315588435895,2.5413668167265504,0,0,1,0
1,NamingWITHinterference.jpg,1,32,49.83,1.59,-158.18,53.282361058796944,2.651083329158524,0,0,1,0
1,NamingWITHinterference.jpg,1,50,192.52,9.63,27.84,331.2814060583539,-0.6122839036797106,0,0,0,1
1,NamingWITHinterference.jpg,1,52,151.02,7.85,-177.77,251.43629411841087,3.0898666330951285,0,0,1,0
1,NamingWITHinterference.jpg,1,52,145.01,7.54,158.95,254.33798379321956,-2.670208255054883,0,0,1,0
1,NamingWITHinterference.jpg,1,28,46.48,1.3,118.23,53.240022539439266,-1.957929743270381,1,0,0,0
1,NamingWITHinterference.jpg,1,140,56.84,7.96,-38.91,293.0414646428044,0.8182207510080167,0,0,0,1
1,NamingWITHinterference.jpg,1,24,41.44,0.99,-51.9,38.86309303182133,1.0392027226795129,0,1,0,0
1,NamingWITHinterference.jpg,1,50,138.19,6.91,-179.11,222.84748147555985,3.1209492669096566,0,0,1,0
1,NamingWITHinterference.jpg,1,98,168.59,16.52,-63.59,711.124862453845,1.2211603027022884,0,1,0,0
1,NamingWITHinterference.jpg,1,80,194.35,15.55,93.47,698.2796001602795,-1.6149190477092783,1,0,0,0
1,NamingWITHinterference.jpg,1,22,47.34,1.04,90.87,44.10283437603531,-1.5821337094957735,1,0,0,0
1,NamingWITHinterference.jpg,1,138,67.1,9.26,30.73,323.58240063390343,-0.6686596426075693,0,0,0,1
1,NamingWITHinterference.jpg,1,66,126.94,8.38,-2.93,274.21801545485664,0.06715034884492144,0,0,0,1
1,NamingWITHinterference.jpg,1,40,92.98,3.72,-88.18,160.44740571290023,1.546486901999644,0,1,0,0
1,NamingWITHinterference.jpg,1,56,175.28,9.82,153.56,338.267778542385,-2.561871264471508,0,0,1,0
1,NamingWITHinterference.jpg,1,50,154.97,7.75,178.84,244.88895442628692,-3.1146383988818123,0,0,1,0
1,NamingWITHinterference.jpg,1,50,148.17,7.41,178.03,237.54563772041786,-3.0961120281423584,0,0,1,0
1,NamingWITHinterference.jpg,1,56,197.8,11.08,-5.86,356.942138168079,0.13488421343082313,0,0,0,1
1,NamingWITHinterference.jpg,1,38,122.81,4.67,19.12,154.14360187824857,-0.4317281200340475,0,0,0,1
1,NamingWITHinterference.jpg,1,56,161.01,9.02,-152.06,310.7603900113398,2.5281513820309995,0,0,1,0
1,NamingWITHinterference.jpg,1,50,185.68,9.28,32.57,326.7883106844552,-0.703514792480825,0,0,0,1
1,NamingWITHinterference.jpg,1,138,5.16,0.71,37.17,25.668073554515157,-0.7881529773653043,0,0,0,1
1,NamingWITHinterference.jpg,1,128,3.11,0.4,41.94,14.762791064023098,-0.8717215643379116,0,0,0,0
1,NamingWITHinterference.jpg,1,20,24.68,0.49,157.56,16.648123017325425,-2.6403283887182116,0,0,0,0
1,NamingWITHinterference.jpg,1,50,156.73,7.84,178.48,250.05489397330342,-3.1063931126645135,0,0,1,0
1,NamingWITHinterference.jpg,1,48,147.49,7.08,173.62,229.35967387489893,-2.9950094820977884,0,0,1,0
1,NamingWITHinterference.jpg,1,44,159.04,7.0,-3.92,225.7237249382528,0.09049945081514899,0,0,0,1
1,NamingWITHinterference.jpg,1,50,144.96,7.25,143.2,262.83236102124107,-2.358615792966591,0,0,1,0
1,NamingWITHinterference.jpg,1,32,68.63,2.2,-173.28,71.96123956686682,2.986724628359697,0,0,1,0
1,NamingWITHinterference.jpg,1,68,136.34,9.27,4.72,300.6942799588978,-0.10929837666153713,0,0,0,1
1,NamingWITHinterference.jpg,1,130,79.68,10.36,-6.98,332.30240745441495,0.16109190453758052,0,0,0,1
1,NamingWITHinterference.jpg,1,298,17.18,5.12,-12.54,169.628122668383,0.28259147814712265,0,0,0,1
1,NamingWITHinterference.jpg,1,314,0.37,0.12,-171.85,3.7656340767525633,2.9546133836708823,0,0,0,0
1,NamingWITHinterference.jpg,1,24,34.79,0.83,166.14,27.449225854293225,-2.8267544314961692,0,0,1,0
1,NamingWITHinterference.jpg,1,134,4.67,0.63,40.72,23.311156127485393,-0.8491414759301357,0,0,0,1
1,NamingWITHinterference.jpg,1,52,76.83,4.0,8.51,131.5351283878189,-0.19665007020119404,0,0,0,1
1,NamingWITHinterference.jpg,1,38,105.37,4.0,-173.12,130.45278839488256,2.9822410126858765,0,0,1,0
1,NamingWITHinterference.jpg,1,28,40.6,1.14,-173.14,36.8591915266735,2.9835803403075105,0,0,1,0
1,NamingWITHinterference.jpg,1,66,126.65,8.36,5.34,262.4948380444842,-0.12336269699407898,0,0,0,1
1,NamingWITHinterference.jpg,1,26,43.51,1.13,-5.27,35.8708795543126,0.12297186956429683,0,0,0,1
1,NamingWITHinterference.jpg,1,56,99.01,5.54,0.61,175.21783585012108,-0.014268438018042518,0,0,0,1
1,NamingWITHinterference.jpg,1,58,104.23,6.05,177.15,191.22220059396878,-3.0751288485292827,0,0,1,0
1,NamingWITHinterference.jpg,1,44,132.86,5.85,-0.76,185.32938245189294,0.017807076046806446,0,0,0,1
1,NamingWITHinterference.jpg,1,60,117.43,7.05,179.69,223.70572187586086,-3.134440339253986,0,0,1,0
1,NamingWITHinterference.jpg,1,38,165.34,6.28,-179.89,202.0006188109333,3.1391174111201794,0,0,1,0
1,NamingWITHinterference.jpg,1,64,123.76,7.92,4.68,255.69395769161224,-0.10815225966890608,0,0,0,1
1,NamingWITHinterference.jpg,1,28,41.14,1.15,-171.78,36.87058448139925,2.9505799857794415,0,0,1,0
1,NamingWITHinterference.jpg,1,62,108.24,6.71,0.48,213.4134953558467,-0.011246011344564039,0,0,0,1
1,NamingWITHinterference.jpg,1,70,202.87,14.2,179.07,457.30717247819325,-3.1199424936060836,0,0,1,0
1,NamingWITHinterference.jpg,1,74,190.43,14.09,1.47,454.5643408803642,-0.034105194478900654,0,0,0,1
1,NamingWITHinterference.jpg,1,32,72.01,2.3,1.06,73.5220375125717,-0.02448490176019223,0,0,0,1
1,NamingWITHinterference.jpg,1,1326,12.74,16.89,-176.63,541.9299678002684,3.06401407120302,0,0,1,0
1,NamingWITHinterference.jpg,1,16,39.53,0.63,28.34,21.94766502386985,-0.6170715305796507,0,0,0,1
1,NamingWITHinterference.jpg,1,46,138.9,6.39,1.85,203.58597692375574,-0.042746805384344166,0,0,0,1
1,NamingWITHinterference.jpg,1,28,46.42,1.3,2.53,40.970355136366564,-0.05861249463873316,0,0,0,1
1,NamingWITHinterference.jpg,1,26,41.34,1.07,-178.98,33.80946613006483,3.11792843281072,0,0,1,0
1,NamingWITHinterference.jpg,1,66,137.84,9.1,-0.94,288.8687072010398,0.021810945159021,0,0,0,1
1,NamingWITHinterference.jpg,1,16,39.64,0.63,179.14,20.203960007879573,-3.1217932610234014,0,0,1,0
1,NamingWITHinterference.jpg,1,64,116.61,7.46,-2.95,241.650367266429,0.06750408070140945,0,0,0,1
1,NamingWITHinterference.jpg,1,16,39.83,0.64,179.16,20.903827400741804,-3.122456233886443,0,0,1,0
1,NamingWITHinterference.jpg,1,82,261.37,21.43,-169.99,703.000896158746,2.914175415986619,0,0,1,0
1,NamingWITHinterference.jpg,1,34,68.41,2.33,-174.34,74.93050113271632,3.0117750416357696,0,0,1,0
1,NamingWITHinterference.jpg,1,16,33.95,0.54,-173.28,17.608236708995026,2.9876479891314407,0,0,1,0
1,NamingWITHinterference.jpg,1,60,113.6,6.82,0.56,216.41811384447468,-0.012938279848012787,0,0,0,1
1,NamingWITHinterference.jpg,1,28,47.87,1.34,-2.77,41.98690271977677,0.06435016994782268,0,0,0,1
1,NamingWITHinterference.jpg,1,24,37.55,0.9,178.63,28.214358046923543,-3.1096885891047714,0,0,1,0
1,NamingWITHinterference.jpg,1,66,134.15,8.85,-1.19,278.5064631206967,0.027650996710042508,0,0,0,1
1,NamingWITHinterference.jpg,1,26,40.15,1.04,-177.38,32.96073421512328,3.0808770970565122,0,0,1,0
1,NamingWITHinterference.jpg,1,30,52.11,1.56,-5.43,49.4898979590785,0.12560812672289298,0,0,0,1
1,NamingWITHinterference.jpg,1,26,46.39,1.21,175.91,38.0705923253106,-3.0468899822313054,0,0,1,0
1,NamingWITHinterference.jpg,1,182,7.37,1.34,42.52,49.16746892000851,-0.883349588040225,0,0,0,1
1,NamingWITHinterference.jpg,1,64,113.66,7.27,-2.64,235.129177262202,0.060429106037053516,0,0,0,1
1,NamingWITHinterference.jpg,1,26,33.19,0.86,169.38,28.716719868397206,-2.9025260837426305,0,0,1,0
1,NamingWITHinterference.jpg,1,28,56.58,1.58,-1.77,52.142305280837,0.040285294502919594,0,0,0,1
1,NamingWITHinterference.jpg,1,32,49.92,1.6,170.44,53.13727505245268,-2.92537318230256,0,0,1,0
1,NamingWITHinterference.jpg,1,86,243.38,20.93,-169.61,685.0431811207231,2.9052527785302065,0,0,1,0
1,NamingWITHinterference.jpg,1,48,52.45,2.52,-159.31,84.52336954949207,2.6779450445889865,0,0,1,0
1,NamingWITHinterference.jpg,1,44,154.35,6.79,1.61,217.0511921183572,-0.037327052635316445,0,0,0,1
1,NamingWITHinterference.jpg,1,30,50.92,1.53,-0.09,48.20010373432825,0.002074685819968729,0,0,0,1
1,NamingWITHinterference.jpg,1,28,42.45,1.19,-179.09,37.508532362650506,3.120262555718686,0,0,1,0
1,NamingWITHinterference.jpg,1,30,54.78,1.64,3.11,52.23839584060748,-0.07280773643654787,0,0,0,1
1,NamingWITHinterference.jpg,1,62,115.79,7.18,-3.14,228.91729947734396,0.07345498716086996,0,0,0,1
1,NamingWITHinterference.jpg,1,26,41.19,1.07,170.97,34.656168282139895,-2.932313103142252,0,0,1,0
1,NamingWITHinterference.jpg,1,56,162.89,9.12,-4.31,299.3768528126381,0.09936951998437989,0,0,0,1
1,NamingWITHinterference.jpg,1,22,57.35,1.26,74.96,54.10924135487393,-1.3679640680645395,1,0,0,0
1,NamingWITHinterference.jpg,1,164,120.16,19.71,-129.9,811.9597095915535,2.120361591532665,0,1,0,0
1,NamingWITHinterference.jpg,1,202,20.84,4.21,-90.12,208.8002155171301,1.572233107415424,0,1,0,0
1,NamingWITHinterference.jpg,1,36,71.52,2.57,117.91,120.5242714145163,-1.9187875758051451,1,0,0,0
1,NamingWITHinterference.jpg,1,30,49.96,1.5,116.12,68.87583030352523,-1.8989747081828101,1,0,0,0
1,NamingWITHinterference.jpg,1,38,70.9,2.69,-170.68,91.63863813916053,2.910377017636736,0,0,1,0
1,NamingWITHinterference.jpg,1,56,70.62,3.95,7.66,134.12699206349183,-0.19052331827991925,0,0,0,1
1,NamingWITHinterference.jpg,1,92,205.6,18.92,84.02,848.0184903644496,-1.4952544472049345,1,0,0,0
1,NamingWITHinterference.jpg,1,40,111.74,4.47,-178.12,139.73321008264287,3.0979241574058998,0,0,1,0
1,NamingWITHinterference.jpg,1,50,100.81,5.04,54.17,193.39296781424085,-1.0738431297615172,1,0,0,0
1,NamingWITHinterference.jpg,1,36,91.42,3.29,78.88,135.94958624431337,-1.424634240317619,1,0,0,0
1,NamingWITHOUTinterference.jpg,2,36,70.24,2.53,-138.86,93.77126425510107,2.287519587960305,0,0,1,0
1,NamingWITHOUTinterference.jpg,2,20,46.45,0.93,-4.81,30.081555810828657,0.10992300691522419,0,0,0,1
1,NamingWITHOUTinterference.jpg,2,36,77.68,2.8,3.11,89.72853503763447,-0.07138686767538874,0,0,0,1
1,NamingWITHOUTinterference.jpg,2,30,49.71,1.49,6.13,47.4751513952299,-0.141599169596591,0,0,0,1
1,NamingWITHOUTinterference.jpg,2,36,74.4,2.68,2.4,84.43091850738094,-0.055695601360371334,0,0,0,1
1,NamingWITHOUTinterference.jpg,2,34,62.49,2.12,3.29,66.69527719411623,-0.07654190047346515,0,0,0,1
1,NamingWITHOUTinterference.jpg,2,20,46.98,0.94,179.13,29.50610106401725,-3.1212564744141056,0,0,1,0
1,NamingWITHOUTinterference.jpg,2,40,101.76,4.07,0.77,127.82069472507177,-0.017994927500952267,0,0,0,1
1,NamingWITHOUTinterference.jpg,2,54,81.18,4.38,-2.18,138.377165746376,0.05060798061794551,0,0,0,1
1,NamingWITHOUTinterference.jpg,2,34,67.88,2.31,-3.06,73.58396564469733,0.07072651984677335,0,0,0,1
1,NamingWITHOUTinterference.jpg,2,46,51.36,2.36,-4.53,76.01164384487421,0.10411946745243451,0,0,0,1
1,NamingWITHOUTinterference.jpg,2,50,54.23,2.71,173.64,87.42734126118671,-2.9958133797318496,0,0,1,0
1,NamingWITHOUTinterference.jpg,2,48,61.3,2.94,-5.91,94.66931921166442,0.13562286146380514,0,0,0,1
1,NamingWITHOUTinterference.jpg,2,58,70.62,4.1,-8.13,135.68566615527237,0.18380865385541828,0,0,0,1
1,NamingWITHOUTinterference.jpg,2,94,244.51,22.98,177.86,753.0899016717726,-3.0929737263186556,0,0,1,0
1,NamingWITHOUTinterference.jpg,2,36,88.07,3.17,171.58,103.1977712937639,-2.949518214175581,0,0,1,0
1,NamingWITHOUTinterference.jpg,2,30,49.7,1.49,-175.04,48.81085944746312,3.0286729928371905,0,0,1,0
1,NamingWITHOUTinterference.jpg,2,38,110.4,4.2,4.53,136.23164096493883,-0.10368586848238998,0,0,0,1
1,NamingWITHOUTinterference.jpg,2,32,57.31,1.83,0.96,58.41446738608511,-0.02225659826322394,0,0,0,1
1,NamingWITHOUTinterference.jpg,2,34,87.32,2.97,1.06,93.82819405701039,-0.024515343425254976,0,0,0,1
1,NamingWITHOUTinterference.jpg,2,50,142.74,7.14,-148.54,249.1328962622158,2.4608337298540817,0,0,1,0
1,NamingWITHOUTinterference.jpg,2,28,38.5,1.08,-0.13,34.50014492723183,0.0028985426071932614,0,0,0,1
1,NamingWITHOUTinterference.jpg,2,36,113.2,4.08,2.08,129.04902169330848,-0.048062259924549454,0,0,0,1
1,NamingWITHOUTinterference.jpg,2,46,58.62,2.7,3.21,84.63480371572919,-0.0745063763419422,0,0,0,1
1,NamingWITHOUTinterference.jpg,2,34,81.66,2.78,-0.45,86.90466040437651,0.010356361605319355,0,0,0,1
1,NamingWITHOUTinterference.jpg,2,34,63.25,2.15,-1.78,67.65796331548862,0.04139645554953425,0,0,0,1
1,NamingWITHOUTinterference.jpg,2,32,69.44,2.22,-4.33,70.1501247326048,0.09995234042681404,0,0,0,1
1,NamingWITHOUTinterference.jpg,2,36,86.41,3.11,-1.27,98.94250855926383,0.02931414840331988,0,0,0,1
1,NamingWITHOUTinterference.jpg,2,30,44.68,1.34,-8.95,43.401497670011345,0.20417358528646137,0,0,0,1
1,NamingWITHOUTinterference.jpg,2,32,62.31,1.99,-0.61,64.80624969862085,0.01388799593096761,0,0,0,1
1,NamingWITHOUTinterference.jpg,2,118,223.9,26.42,-122.7,1119.3907271368653,2.008632388724443,0,1,0,0
1,NamingWITHOUTinterference.jpg,2,34,69.25,2.35,175.48,79.61036364695237,-3.028299844122572,0,0,1,0
1,NamingWITHOUTinterference.jpg,2,98,240.97,23.62,89.3,1062.6415764499336,-1.5619503313024623,1,0,0,0
1,NamingWITHOUTinterference.jpg,2,48,151.72,7.28,146.91,255.16631831023466,-2.429140682804505,0,0,1,0
1,NamingWITHOUTinterference.jpg,2,24,29.86,0.72,140.25,26.402462006411454,-2.310649600653406,0,0,1,0
1,NamingWITHOUTinterference.jpg,2,32,74.3,2.38,11.97,77.78823818547376,-0.27335532352343556,0,0,0,1
1,NamingWITHOUTinterference.jpg,2,30,63.94,1.92,-173.82,62.126403404671656,2.9994679641158983,0,0,1,0
1,NamingWITHOUTinterference.jpg,2,20,42.28,0.85,-174.62,27.61014306373655,3.0181361313978528,0,0,1,0
1,NamingWITHOUTinterference.jpg,2,18,44.26,0.8,10.44,26.242903802742564,-0.23850925245950078,0,0,0,1
1,NamingWITHOUTinterference.jpg,2,64,119.4,7.64,1.76,245.00416322993368,-0.04082697403237804,0,0,0,1
1,NamingWITHOUTinterference.jpg,2,26,37.8,0.98,179.03,31.007902218628075,-3.1190158451029326,0,0,1,0
1,NamingWITHOUTinterference.jpg,2,16,41.57,0.67,2.44,21.034257771549726,-0.05708078240626407,0,0,0,1
1,NamingWITHOUTinterference.jpg,2,62,107.79,6.68,0.51,211.51477489764167,-0.011819780502315413,0,0,0,1
1,NamingWITHOUTinterference.jpg,2,30,50.31,1.51,3.58,48.06672445673824,-0.08331400313758605,0,0,0,1
1,NamingWITHOUTinterference.jpg,2,28,45.42,1.27,172.98,40.738188472243024,-2.978865278949412,0,0,1,0
1,NamingWITHOUTinterference.jpg,2,66,119.3,7.87,-5.56,256.39379867695703,0.12788649745064956,0,0,0,1
1,NamingWITHOUTinterference.jpg,2,24,29.9,0.72,-5.92,23.915058017909903,0.13420944732917922,0,0,0,1
1,NamingWITHOUTinterference.jpg,2,90,252.42,22.72,-171.24,749.0277231184436,2.942285751056575,0,0,1,0
1,NamingWITHOUTinterference.jpg,2,30,45.35,1.36,-178.91,44.01374785223363,3.1165978599708737,0,0,1,0
1,NamingWITHOUTinterference.jpg,2,20,35.82,0.72,-172.67,23.525518060183074,2.9750463530460505,0,0,1,0
1,NamingWITHOUTinterference.jpg,2,60,120.91,7.25,2.82,233.0896179584153,-0.06482734763527358,0,0,0,1
1,NamingWITHOUTinterference.jpg,2,20,35.76,0.72,16.24,23.269078194032506,-0.36933365767362486,0,0,0,1
1,NamingWITHOUTinterference.jpg,2,48,157.2,7.55,0.56,238.82012059288473,-0.012980845389246437,0,0,0,1
1,NamingWITHOUTinterference.jpg,2,18,38.73,0.7,-23.28,23.380547470065864,0.5191461142465223,0,0,0,1
1,NamingWITHOUTinterference.jpg,2,64,115.07,7.36,-3.35,238.90192548407813,0.07667557999202497,0,0,0,1
1,NamingWITHOUTinterference.jpg,2,28,39.2,1.1,174.63,36.168632819060306,-3.0196382031287325,0,0,1,0
1,NamingWITHOUTinterference.jpg,2,38,71.63,2.72,-2.69,90.56715740267008,0.06076580509612986,0,0,0,1
1,NamingWITHOUTinterference.jpg,2,94,248.43,23.35,-170.89,775.0633328960929,2.9351131056533917,0,0,1,0
1,NamingWITHOUTinterference.jpg,2,32,64.71,2.07,-172.99,67.76614198845911,2.9815385463637076,0,0,1,0
1,NamingWITHOUTinterference.jpg,2,44,149.13,6.56,-1.36,211.0032464205231,0.031284242347549514,0,0,0,1
1,NamingWITHOUTinterference.jpg,2,24,37.72,0.91,176.85,28.776726707532298,-3.068552088286673,0,0,1,0
1,NamingWITHOUTinterference.jpg,2,56,166.57,9.33,-0.09,297.10060585599615,0.0020195193009360578,0,0,0,1
1,NamingWITHOUTinterference.jpg,2,148,2.13,0.32,108.63,13.000000000000032,-1.8195063158884224,0,0,0,0
1,NamingWITHOUTinterference.jpg,2,62,120.03,7.44,1.3,241.9071722789549,-0.02976787911682816,0,0,0,1
1,NamingWITHOUTinterference.jpg,2,18,41.54,0.75,176.27,24.789110512481127,-3.0567763813918933,0,0,1,0
1,NamingWITHOUTinterference.jpg,2,88,250.51,22.04,-168.7,736.3360985310986,2.8853818388207637,0,0,1,0
1,NamingWITHOUTinterference.jpg,2,32,72.19,2.31,-165.54,77.85692005210586,2.8133434092025533,0,0,1,0
1,NamingWITHOUTinterference.jpg,2,44,149.2,6.56,4.76,214.89979060017714,-0.1100405717145446,0,0,0,1
1,NamingWITHOUTinterference.jpg,2,32,68.51,2.19,-6.43,70.38756992537819,0.1497329400336247,0,0,0,1
1,NamingWITHOUTinterference.jpg,2,24,41.21,0.99,179.19,31.605695689226614,-3.122607593090956,0,0,1,0
1,NamingWITHOUTinterference.jpg,2,58,122.01,7.08,-2.47,226.9783469849052,0.057746845747167944,0,0,0,1
1,NamingWITHOUTinterference.jpg,2,32,53.48,1.71,0.39,55.10226855584069,-0.009074161098452403,0,0,0,1
1,NamingWITHOUTinterference.jpg,2,50,164.81,8.24,-3.29,272.68681669637067,0.0759843569779581,0,0,0,1
1,NamingWITHOUTinterference.jpg,2,22,32.8,0.72,151.47,26.16734606336692,-2.5217874145790797,0,0,1,0
1,NamingWITHOUTinterference.jpg,2,58,195.24,11.32,153.59,392.15896011694036,-2.5619355667345727,0,0,1,0
1,NamingWITHOUTinterference.jpg,2,86,226.3,19.46,-104.5,863.5453954483227,1.7558597311820519,0,1,0,0
1,NamingWITHOUTinterference.jpg,2,48,46.42,2.23,-104.4,106.75064402616023,1.746879421328853,0,1,0,0
1,NamingWITHOUTinterference.jpg,2,28,48.88,1.37,100.98,66.08850126913154,-1.7043477587683367,1,0,0,0
1,NamingWITHOUTinterference.jpg,2,96,235.87,22.64,98.68,1013.3645839479491,-1.6802548213732647,1,0,0,0
1,NamingWITHOUTinterference.jpg,2,42,111.7,4.69,152.42,159.6635525096445,-2.537434402247649,0,0,1,0
1,NamingWITHOUTinterference.jpg,2,44,146.46,6.44,14.79,208.9560958670505,-0.3370361808001825,0,0,0,1
1,NamingWITHOUTinterference.jpg,2,62,105.75,6.56,12.09,209.37872384748167,-0.27869328228728174,0,0,0,1
1,NamingWITHOUTinterference.jpg,2,54,92.82,5.01,178.8,157.66140935561882,-3.1136811223160787,0,0,1,0
1,ReadingWITHinterference.jpg,3,58,99.6,5.78,-16.89,192.88175134003737,0.38031382873696445,0,0,0,1
1,ReadingWITHinterference.jpg,3,16,37.14,0.59,-30.24,20.602184350209104,0.6580631861860236,0,0,0,1
1,ReadingWITHinterference.jpg,3,34,82.95,2.82,4.55,89.1966927638015,-0.10558112264059721,0,0,0,1
1,ReadingWITHinterference.jpg,3,36,86.35,3.11,4.18,97.66314555655065,-0.09742718910286235,0,0,0,1
1,ReadingWITHinterference.jpg,3,28,58.42,1.64,-3.61,51.28060062050758,0.08395094831067008,0,0,0,1
1,ReadingWITHinterference.jpg,3,38,100.04,3.8,-1.91,119.41767038424423,0.04439662477638826,0,0,0,1
1,ReadingWITHinterference.jpg,3,30,50.63,1.52,176.93,47.82102048262881,-3.0704341756925544,0,0,1,0
1,ReadingWITHinterference.jpg,3,62,93.4,5.79,-4.13,183.93439047660436,0.09528674924148493,0,0,0,1
1,ReadingWITHinterference.jpg,3,28,35.56,1.0,164.81,32.611194397016426,-2.7975373603994553,0,0,1,0
1,ReadingWITHinterference.jpg,3,52,74.5,3.87,175.94,122.83948876481055,-3.0478372574083985,0,0,1,0
1,ReadingWITHinterference.jpg,3,30,49.79,1.49,-7.26,47.26489183315658,0.16793127892848217,0,0,0,1
1,ReadingWITHinterference.jpg,3,22,35.86,0.79,-5.9,25.031979546172597,0.13624739720057827,0,0,0,1
1,ReadingWITHinterference.jpg,3,36,75.05,2.7,-3.03,86.00953435520967,0.06981641221234708,0,0,0,1
1,ReadingWITHinterference.jpg,3,22,32.76,0.72,173.35,23.067076104265965,-2.989272923073166,0,0,1,0
1,ReadingWITHinterference.jpg,3,66,187.1,12.35,-151.69,427.24514040536496,2.52229547053244,0,0,1,0
1,ReadingWITHinterference.jpg,3,46,117.2,5.39,150.15,187.86582978285327,-2.4902135006048747,0,0,1,0
1,ReadingWITHinterference.jpg,3,30,55.79,1.67,179.04,54.31325804994579,-3.1194968027059473,0,0,1,0
1,ReadingWITHinterference.jpg,3,44,129.03,5.68,4.29,186.61923802223606,-0.0992954187041741,0,0,0,1
1,ReadingWITHinterference.jpg,3,34,68.02,2.31,4.38,75.79214998929642,-0.10176921392839708,0,0,0,1
1,ReadingWITHinterference.jpg,3,32,46.63,1.49,143.69,54.874402046856034,-2.3665034033385886,0,0,1,0
