experiment,image,item,Trial_Index_,CURRENT_SAC_START_X,CURRENT_SAC_START_Y,CURRENT_SAC_END_X,CURRENT_SAC_END_Y,CURRENT_SAC_ANGLE,CURRENT_SAC_AMPLITUDE,CURRENT_SAC_AVG_VELOCITY,CURRENT_SAC_DIRECTION,CURRENT_SAC_DURATION,CURRENT_SAC_INDEX,CURRENT_SAC_END_INTEREST_AREAS,CURRENT_SAC_END_INTEREST_AREA_ID,EYE_USED,CURRENT_SAC_BLINK_DURATION,CURRENT_SAC_BLINK_END,CURRENT_SAC_BLINK_START
1,NamingWITHinterference.jpg,1,1,519.2,412.2,434.6,322.4,141.42,3.39,94.23,LEFT,36,1,[ 6],6,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,434.3,323.6,249.2,303.8,175.39,5.79,131.48,LEFT,44,2,[ 2],2,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,248.3,303.6,108.1,185.0,147.28,5.1,127.41,LEFT,40,3,[ 1],1,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,104.1,191.0,52.8,192.2,-178.97,1.54,55.03,LEFT,28,4,[ 2],2,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,58.8,195.2,176.5,173.3,8.07,3.6,99.91,RIGHT,36,5,[ 1],1,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,187.3,184.1,280.2,178.9,2.42,2.87,95.66,RIGHT,30,6,[ 5],5,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,289.1,180.8,343.9,176.6,3.3,1.71,56.91,RIGHT,30,7,[ 5],5,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,341.3,174.9,403.2,169.5,3.75,1.94,64.52,RIGHT,30,8,[ 5],5,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,401.5,172.9,511.2,169.7,1.25,3.44,90.52,RIGHT,38,9,[ 5],5,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,516.2,175.6,577.0,175.7,-0.07,1.9,59.47,RIGHT,32,10,[ 9],9,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,578.9,179.9,678.8,186.4,-2.8,3.11,59.83,RIGHT,52,11,[ 9],9,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,687.5,188.2,741.7,197.6,-7.47,1.68,56.15,RIGHT,30,12,[ 10],10,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,737.8,195.6,842.2,207.1,-4.8,3.18,88.46,RIGHT,36,13,[ 14],14,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,834.8,210.0,330.9,369.6,-166.49,15.95,221.47,LEFT,72,14,[ 6],6,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,327.1,379.0,188.2,353.6,172.13,4.35,108.87,LEFT,40,15,[ 2],2,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,191.0,346.8,383.0,318.6,6.32,6.02,103.76,RIGHT,58,16,[ 6],6,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,402.5,319.6,163.7,155.6,152.59,8.34,160.41,LEFT,52,17,[ 1],1,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,163.9,152.5,115.5,96.2,138.57,1.97,57.8,LEFT,34,18,"[ 1, 999]",1,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,113.0,106.5,210.2,100.6,2.63,2.97,82.4,RIGHT,36,19,[ 1],1,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,210.8,97.3,404.9,90.2,1.57,6.03,143.58,RIGHT,42,20,[ 5],5,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,413.9,85.6,619.2,268.8,-33.76,7.73,124.66,RIGHT,62,21,[ 10],10,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,626.9,284.2,326.7,236.3,173.15,9.45,168.73,LEFT,56,22,[ 6],6,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,319.9,234.0,367.2,262.0,-23.97,1.62,50.63,RIGHT,32,23,[ 6],6,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,369.7,255.7,606.0,362.7,-18.8,7.81,126.01,RIGHT,62,24,[ 10],10,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,613.7,374.2,387.8,453.7,-165.18,7.31,152.37,LEFT,48,25,[ 7],7,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,377.6,459.1,611.2,279.2,30.07,8.45,156.45,RIGHT,54,26,[ 10],10,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,627.2,263.6,401.1,254.3,178.23,7.09,147.73,LEFT,48,27,[ 6],6,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,393.4,256.1,601.0,269.1,-2.69,6.53,108.75,RIGHT,60,28,[ 10],10,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,613.2,278.8,634.1,264.3,27.6,0.74,33.55,RIGHT,22,29,[ 10],10,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,633.1,270.6,900.9,446.6,-26.64,9.15,134.54,RIGHT,68,30,[ 15],15,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,917.8,454.9,862.6,453.3,178.72,1.66,51.74,LEFT,32,31,[ 15],15,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,859.5,457.4,612.2,278.0,151.15,8.69,188.86,LEFT,46,32,[ 10],10,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,601.4,275.0,397.3,414.7,-152.76,7.21,120.12,LEFT,60,33,[ 7],7,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,397.5,437.2,350.5,462.3,-158.18,1.59,49.83,LEFT,32,34,[ 7],7,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,345.3,457.9,616.4,267.5,27.84,9.63,192.52,RIGHT,50,35,[ 10],10,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,630.5,258.9,379.4,271.9,-177.77,7.85,151.02,LEFT,52,36,[ 6],6,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,383.3,299.3,156.7,183.8,158.95,7.54,145.01,LEFT,52,37,[ 1],1,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,151.4,208.0,131.3,158.7,118.23,1.3,46.48,UP,28,38,[ 1],1,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,136.9,201.6,337.2,415.5,-38.91,7.96,56.84,RIGHT,140,39,[ 7],7,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,347.6,456.1,367.3,489.6,-51.9,0.99,41.44,DOWN,24,40,[ 7],7,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,365.9,503.7,143.1,508.3,-179.11,6.91,138.19,LEFT,50,41,[ 3],3,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,150.6,527.6,394.2,1195.7,-63.59,16.52,168.59,DOWN,98,42,[ ],.,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,421.0,1253.6,390.2,556.0,93.47,15.55,194.35,UP,80,43,[ 7],7,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,376.4,520.0,375.9,475.9,90.87,1.04,47.34,UP,22,44,[ 7],7,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,379.6,489.4,633.5,288.8,30.73,9.26,67.1,RIGHT,138,45,[ 10],10,LEFT,54,12318,12266
1,NamingWITHinterference.jpg,1,1,625.3,283.8,898.9,302.2,-2.93,8.38,126.94,RIGHT,66,46,[ 14],14,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,903.5,299.4,907.4,459.8,-88.18,3.72,92.98,DOWN,40,47,[ 15],15,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,909.7,465.8,626.7,280.5,153.56,9.82,175.28,LEFT,56,48,[ 10],10,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,620.7,281.9,375.9,275.3,178.84,7.75,154.97,LEFT,50,49,[ 6],6,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,375.0,280.1,137.7,269.3,178.03,7.41,148.17,LEFT,50,50,[ 2],2,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,136.2,270.2,489.9,318.2,-5.86,11.08,197.8,RIGHT,56,51,[ 6],6,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,498.4,329.7,638.4,265.2,19.12,4.67,122.81,RIGHT,38,52,[ 10],10,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,638.0,280.5,383.9,459.4,-152.06,9.02,161.01,LEFT,56,53,[ 7],7,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,371.2,467.1,620.4,255.7,32.57,9.28,185.68,RIGHT,50,54,[ 10],10,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,623.6,279.9,641.7,261.7,37.17,0.71,5.16,RIGHT,138,55,[ 10],10,LEFT,56,16514,16460
1,NamingWITHinterference.jpg,1,1,635.5,277.6,645.0,266.3,41.94,0.4,3.11,.,128,56,[ 10],10,LEFT,50,17914,17866
1,NamingWITHinterference.jpg,1,1,637.0,269.0,622.4,261.0,157.56,0.49,24.68,.,20,57,[ 10],10,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,628.6,270.5,378.7,261.7,178.48,7.84,156.73,LEFT,50,58,[ 6],6,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,372.0,260.2,145.1,226.7,173.62,7.08,147.49,LEFT,48,59,[ 2],2,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,143.2,234.3,368.0,254.7,-3.92,7.0,159.04,RIGHT,44,60,[ 6],6,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,385.8,258.2,199.5,72.8,143.2,7.25,144.96,LEFT,50,61,[ 1],1,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,195.2,77.9,124.1,89.0,-173.28,2.2,68.63,LEFT,32,62,"[ 1, 999]",1,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,129.7,92.4,428.6,59.6,4.72,9.27,136.34,RIGHT,68,63,[ 5],5,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,440.1,62.1,768.1,115.4,-6.98,10.36,79.68,RIGHT,130,64,[ 13],13,LEFT,56,20062,20008
1,NamingWITHinterference.jpg,1,1,750.2,120.0,913.1,167.3,-12.54,5.12,17.18,RIGHT,298,65,[ 13],13,LEFT,178,20328,20152
1,NamingWITHinterference.jpg,1,1,151.9,98.6,148.2,99.3,-171.85,0.12,0.37,.,314,66,"[ 1, 999]",1,LEFT,290,20760,20472
1,NamingWITHinterference.jpg,1,1,139.0,106.8,112.9,98.3,166.14,0.83,34.79,LEFT,24,67,"[ 1, 999]",1,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,118.3,102.1,133.7,84.6,40.72,0.63,4.67,RIGHT,134,68,"[ 1, 999]",1,LEFT,52,21264,21214
1,NamingWITHinterference.jpg,1,1,137.7,99.2,266.7,73.5,8.51,4.0,76.83,RIGHT,52,69,[ 5],5,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,281.3,74.7,152.5,95.4,-173.12,4.0,105.37,LEFT,38,70,"[ 1, 999]",1,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,146.6,108.0,110.2,113.8,-173.14,1.14,40.6,LEFT,28,71,"[ 1, 999]",1,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,107.2,119.5,367.7,87.2,5.34,8.36,126.65,RIGHT,66,72,[ 5],5,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,384.4,85.7,420.0,90.1,-5.27,1.13,43.51,RIGHT,26,73,[ 5],5,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,418.6,87.6,593.8,85.1,0.61,5.54,99.01,RIGHT,56,74,[ 9],9,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,604.7,86.1,413.9,73.4,177.15,6.05,104.23,LEFT,58,75,[ 5],5,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,410.3,75.2,595.6,78.5,-0.76,5.85,132.86,RIGHT,44,76,[ 9],9,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,605.6,77.3,381.9,75.7,179.69,7.05,117.43,LEFT,60,77,[ 5],5,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,369.4,88.4,167.4,88.9,-179.89,6.28,165.34,LEFT,38,78,[ 1],1,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,145.3,102.5,399.5,74.9,4.68,7.92,123.76,RIGHT,64,79,[ 5],5,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,415.5,76.0,379.3,83.0,-171.78,1.15,41.14,LEFT,28,80,[ 5],5,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,382.1,85.6,595.5,83.2,0.48,6.71,108.24,RIGHT,62,81,[ 9],9,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,609.4,83.3,152.2,73.4,179.07,14.2,202.87,LEFT,70,82,"[ 1, 999]",1,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,147.1,83.1,601.4,67.6,1.47,14.09,190.43,RIGHT,74,83,[ 9],9,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,617.5,129.7,691.0,127.9,1.06,2.3,72.01,RIGHT,32,84,[ 9],9,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,691.1,206.4,150.8,248.4,-176.63,16.89,12.74,LEFT,1326,85,[ 2],2,LEFT,1302,28148,26848
1,NamingWITHinterference.jpg,1,1,125.0,352.4,142.9,339.7,28.34,0.63,39.53,RIGHT,16,86,[ 2],2,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,138.1,311.2,341.5,302.5,1.85,6.39,138.9,RIGHT,46,87,[ 6],6,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,342.5,287.7,383.4,285.3,2.53,1.3,46.42,RIGHT,28,88,[ 6],6,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,381.6,278.8,347.8,279.6,-178.98,1.07,41.34,LEFT,26,89,[ 6],6,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,352.9,288.2,641.7,294.5,-0.94,9.1,137.84,RIGHT,66,90,[ 10],10,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,645.4,295.7,625.2,295.3,179.14,0.63,39.64,LEFT,16,91,[ 10],10,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,623.0,294.0,864.1,310.3,-2.95,7.46,116.61,RIGHT,64,92,[ 14],14,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,869.7,315.4,848.8,315.0,179.16,0.64,39.83,LEFT,16,93,[ 14],14,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,880.8,303.0,195.9,461.5,-169.99,21.43,261.37,LEFT,82,94,[ 3],3,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,197.1,454.4,122.8,464.1,-174.34,2.33,68.41,LEFT,34,95,[ 3],3,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,122.8,462.9,105.4,465.6,-173.28,0.54,33.95,LEFT,16,96,[ 3],3,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,116.9,466.3,333.3,463.5,0.56,6.82,113.6,RIGHT,60,97,[ 7],7,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,342.1,463.6,384.0,466.3,-2.77,1.34,47.87,RIGHT,28,98,[ 7],7,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,375.4,467.7,347.2,466.8,178.63,0.9,37.55,LEFT,24,99,[ 7],7,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,347.8,463.0,626.2,470.7,-1.19,8.85,134.15,RIGHT,66,100,[ 11],11,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,632.3,476.2,599.4,478.2,-177.38,1.04,40.15,LEFT,26,101,[ 11],11,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,599.5,464.3,648.6,470.5,-5.43,1.56,52.11,RIGHT,30,102,[ 11],11,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,642.0,471.7,604.1,468.1,175.91,1.21,46.39,LEFT,26,103,[ 11],11,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,611.9,483.2,643.1,445.2,42.52,1.34,7.37,RIGHT,182,104,[ 11],11,LEFT,84,36468,36386
1,NamingWITHinterference.jpg,1,1,648.0,475.9,882.7,490.1,-2.64,7.27,113.66,RIGHT,64,105,[ 15],15,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,887.3,474.3,859.4,467.5,169.38,0.86,33.19,LEFT,26,106,[ 15],15,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,865.6,484.1,917.7,486.2,-1.77,1.58,56.58,RIGHT,28,107,[ 15],15,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,915.7,486.6,863.8,475.2,170.44,1.6,49.92,LEFT,32,108,[ 15],15,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,857.6,470.9,191.6,631.3,-169.61,20.93,243.38,LEFT,86,109,[ 4],4,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,192.7,633.3,117.1,671.1,-159.31,2.52,52.45,LEFT,48,110,[ 4],4,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,111.6,668.1,328.5,660.0,1.61,6.79,154.35,RIGHT,44,111,[ 8],8,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,335.9,663.2,384.1,663.3,-0.09,1.53,50.92,RIGHT,30,112,[ 8],8,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,384.2,659.4,346.7,660.2,-179.09,1.19,42.45,LEFT,28,113,[ 8],8,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,342.3,654.2,394.4,650.4,3.11,1.64,54.78,RIGHT,30,114,[ 8],8,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,396.1,650.4,624.4,667.2,-3.14,7.18,115.79,RIGHT,62,115,[ 12],12,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,634.8,670.6,600.9,663.4,170.97,1.07,41.19,LEFT,26,116,[ 12],12,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,604.5,663.8,902.4,693.5,-4.31,9.12,162.89,RIGHT,56,117,[ 16],16,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,887.0,669.2,897.9,616.2,74.96,1.26,57.35,UP,22,118,[ 16],16,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,899.6,601.6,475.5,1294.0,-129.9,19.71,120.16,DOWN,164,119,[ ],.,LEFT,84,42584,42502
1,NamingWITHinterference.jpg,1,1,473.1,1323.2,472.8,1532.0,-90.12,4.21,20.84,DOWN,202,120,[ ],.,LEFT,162,43070,42910
1,NamingWITHinterference.jpg,1,1,470.3,1517.6,429.2,1404.3,117.91,2.57,71.52,UP,36,121,[ ],.,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,422.9,1404.8,400.7,1339.6,116.12,1.5,49.96,UP,30,122,[ ],.,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,406.1,1332.6,316.9,1353.6,-170.68,2.69,70.9,LEFT,38,123,[ ],.,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,325.1,1357.5,456.8,1332.1,7.66,3.95,70.62,RIGHT,56,124,[ ],.,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,465.4,1338.0,529.4,492.4,84.02,18.92,205.6,UP,92,125,[ 11],11,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,528.2,466.3,388.6,472.4,-178.12,4.47,111.74,LEFT,40,126,[ 7],7,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,385.6,465.1,477.8,295.1,54.17,5.04,100.81,UP,50,127,[ 6],6,LEFT,.,.,.
1,NamingWITHinterference.jpg,1,1,493.3,288.5,513.1,154.0,78.88,3.29,91.42,UP,36,128,[ 9],9,LEFT,.,.,.
1,NamingWITHOUTinterference.jpg,2,2,131.6,114.0,70.0,184.7,-138.86,2.53,70.24,LEFT,36,1,[ 1],1,LEFT,.,.,.
1,NamingWITHOUTinterference.jpg,2,2,77.2,188.9,107.1,192.2,-4.81,0.93,46.45,RIGHT,20,2,[ 2],2,LEFT,.,.,.
1,NamingWITHOUTinterference.jpg,2,2,103.2,197.6,192.7,191.2,3.11,2.8,77.68,RIGHT,36,3,[ 1],1,LEFT,.,.,.
1,NamingWITHOUTinterference.jpg,2,2,196.6,189.2,243.6,182.5,6.13,1.49,49.71,RIGHT,30,4,[ 1],1,LEFT,.,.,.
1,NamingWITHOUTinterference.jpg,2,2,244.7,186.9,329.0,182.2,2.4,2.68,74.4,RIGHT,36,5,[ 5],5,LEFT,.,.,.
1,NamingWITHOUTinterference.jpg,2,2,329.7,178.1,396.2,173.0,3.29,2.12,62.49,RIGHT,34,6,[ 5],5,LEFT,.,.,.
1,NamingWITHOUTinterference.jpg,2,2,390.2,171.1,360.7,170.5,179.13,0.94,46.98,LEFT,20,7,[ 5],5,LEFT,.,.,.
1,NamingWITHOUTinterference.jpg,2,2,370.6,169.9,498.4,167.6,0.77,4.07,101.76,RIGHT,40,8,[ 5],5,LEFT,.,.,.
1,NamingWITHOUTinterference.jpg,2,2,491.0,168.1,629.2,175.1,-2.18,4.38,81.18,RIGHT,54,9,[ 9],9,LEFT,.,.,.
1,NamingWITHOUTinterference.jpg,2,2,638.1,174.7,711.5,179.9,-3.06,2.31,67.88,RIGHT,34,10,[ 9],9,LEFT,.,.,.
1,NamingWITHOUTinterference.jpg,2,2,708.9,180.0,784.5,187.9,-4.53,2.36,51.36,RIGHT,46,11,[ 13],13,LEFT,.,.,.
1,NamingWITHOUTinterference.jpg,2,2,798.8,195.1,712.3,182.4,173.64,2.71,54.23,LEFT,50,12,[ 9],9,LEFT,.,.,.
1,NamingWITHOUTinterference.jpg,2,2,700.9,185.9,794.7,198.7,-5.91,2.94,61.3,RIGHT,48,13,[ 14],14,LEFT,.,.,.
1,NamingWITHOUTinterference.jpg,2,2,810.8,202.2,944.2,227.0,-8.13,4.1,70.62,RIGHT,58,14,[ 14],14,LEFT,.,.,.
1,NamingWITHOUTinterference.jpg,2,2,951.4,234.1,199.2,197.5,177.86,22.98,244.51,LEFT,94,15,[ 2],2,LEFT,.,.,.
1,NamingWITHOUTinterference.jpg,2,2,199.3,204.4,98.0,184.7,171.58,3.17,88.07,LEFT,36,16,[ 1],1,LEFT,.,.,.
1,NamingWITHOUTinterference.jpg,2,2,103.2,188.5,54.7,194.0,-175.04,1.49,49.7,LEFT,30,17,[ 2],2,LEFT,.,.,.
1,NamingWITHOUTinterference.jpg,2,2,54.7,196.1,190.2,182.0,4.53,4.2,110.4,RIGHT,38,18,[ 1],1,LEFT,.,.,.
1,NamingWITHOUTinterference.jpg,2,2,194.5,181.0,252.9,179.7,0.96,1.83,57.31,RIGHT,32,19,[ 1],1,LEFT,.,.,.
1,NamingWITHOUTinterference.jpg,2,2,254.5,182.7,348.3,180.4,1.06,2.97,87.32,RIGHT,34,20,[ 5],5,LEFT,.,.,.
1,NamingWITHOUTinterference.jpg,2,2,352.4,181.2,158.8,338.0,-148.54,7.14,142.74,LEFT,50,21,[ 2],2,LEFT,.,.,.
1,NamingWITHOUTinterference.jpg,2,2,158.3,337.6,192.8,337.7,-0.13,1.08,38.5,RIGHT,28,22,[ 2],2,LEFT,.,.,.
1,NamingWITHOUTinterference.jpg,2,2,193.6,337.1,322.5,330.9,2.08,4.08,113.2,RIGHT,36,23,[ 6],6,LEFT,.,.,.
1,NamingWITHOUTinterference.jpg,2,2,328.2,329.1,412.6,322.8,3.21,2.7,58.62,RIGHT,46,24,[ 6],6,LEFT,.,.,.
1,NamingWITHOUTinterference.jpg,2,2,425.3,323.4,512.2,324.3,-0.45,2.78,81.66,RIGHT,34,25,[ 10],10,LEFT,.,.,.
1,NamingWITHOUTinterference.jpg,2,2,518.8,323.5,586.4,326.3,-1.78,2.15,63.25,RIGHT,34,26,[ 10],10,LEFT,.,.,.
1,NamingWITHOUTinterference.jpg,2,2,586.8,328.6,656.6,335.6,-4.33,2.22,69.44,RIGHT,32,27,[ 10],10,LEFT,.,.,.
1,NamingWITHOUTinterference.jpg,2,2,649.6,333.3,748.5,336.2,-1.27,3.11,86.41,RIGHT,36,28,[ 10],10,LEFT,.,.,.
1,NamingWITHOUTinterference.jpg,2,2,748.3,341.8,790.8,350.6,-8.95,1.34,44.68,RIGHT,30,29,[ 14],14,LEFT,.,.,.
1,NamingWITHOUTinterference.jpg,2,2,792.1,354.7,856.9,355.6,-0.61,1.99,62.31,RIGHT,32,30,[ 14],14,LEFT,.,.,.
1,NamingWITHOUTinterference.jpg,2,2,857.9,357.9,383.3,1371.7,-122.7,26.42,223.9,DOWN,118,31,[ ],.,LEFT,.,.,.
1,NamingWITHOUTinterference.jpg,2,2,394.2,1370.9,315.1,1361.9,175.48,2.35,69.25,LEFT,34,32,[ ],.,LEFT,.,.,.
1,NamingWITHOUTinterference.jpg,2,2,316.2,1365.5,325.6,302.9,89.3,23.62,240.97,UP,98,33,[ 6],6,LEFT,.,.,.
1,NamingWITHOUTinterference.jpg,2,2,321.4,286.6,128.3,119.8,146.91,7.28,151.72,LEFT,48,34,"[ 1, 999]",1,LEFT,.,.,.
1,NamingWITHOUTinterference.jpg,2,2,122.9,123.9,105.1,104.4,140.25,0.72,29.86,LEFT,24,35,"[ 1, 999]",1,LEFT,.,.,.
1,NamingWITHOUTinterference.jpg,2,2,107.8,111.3,182.7,90.3,11.97,2.38,74.3,RIGHT,32,36,[ 1],1,LEFT,.,.,.
1,NamingWITHOUTinterference.jpg,2,2,181.7,92.6,120.2,101.4,-173.82,1.92,63.94,LEFT,30,37,"[ 1, 999]",1,LEFT,.,.,.
1,NamingWITHOUTinterference.jpg,2,2,120.1,101.1,92.7,104.5,-174.62,0.85,42.28,LEFT,20,38,"[ 1, 999]",1,LEFT,.,.,.
1,NamingWITHOUTinterference.jpg,2,2,98.8,109.4,124.3,103.2,10.44,0.8,44.26,RIGHT,18,39,"[ 1, 999]",1,LEFT,.,.,.
1,NamingWITHOUTinterference.jpg,2,2,124.9,101.9,369.7,91.9,1.76,7.64,119.4,RIGHT,64,40,[ 5],5,LEFT,.,.,.
1,NamingWITHOUTinterference.jpg,2,2,383.7,94.6,352.7,93.9,179.03,0.98,37.8,LEFT,26,41,[ 5],5,LEFT,.,.,.
1,NamingWITHOUTinterference.jpg,2,2,358.9,89.1,379.9,87.9,2.44,0.67,41.57,RIGHT,16,42,[ 5],5,LEFT,.,.,.
1,NamingWITHOUTinterference.jpg,2,2,374.7,85.7,586.2,83.2,0.51,6.68,107.79,RIGHT,62,43,[ 9],9,LEFT,.,.,.
1,NamingWITHOUTinterference.jpg,2,2,595.2,84.8,643.1,80.8,3.58,1.51,50.31,RIGHT,30,44,[ 9],9,LEFT,.,.,.
1,NamingWITHOUTinterference.jpg,2,2,645.3,83.1,605.1,76.5,172.98,1.27,45.42,LEFT,28,45,[ 9],9,LEFT,.,.,.
1,NamingWITHOUTinterference.jpg,2,2,605.5,80.0,859.8,112.7,-5.56,7.87,119.3,RIGHT,66,46,[ 13],13,LEFT,.,.,.
1,NamingWITHOUTinterference.jpg,2,2,868.7,118.3,892.4,121.5,-5.92,0.72,29.9,RIGHT,24,47,[ 13],13,LEFT,.,.,.
1,NamingWITHOUTinterference.jpg,2,2,891.3,125.1,157.1,273.4,-171.24,22.72,252.42,LEFT,90,48,[ 2],2,LEFT,.,.,.
1,NamingWITHOUTinterference.jpg,2,2,157.5,280.3,113.5,281.4,-178.91,1.36,45.35,LEFT,30,49,[ 2],2,LEFT,.,.,.
