experiment,image,item,Trial_Index_,CURRENT_SAC_START_X,CURRENT_SAC_START_Y,CURRENT_SAC_END_X,CURRENT_SAC_END_Y,CURRENT_SAC_ANGLE,CURRENT_SAC_AMPLITUDE,CURRENT_SAC_AVG_VELOCITY,CURRENT_SAC_DIRECTION,CURRENT_SAC_DURATION,CURRENT_SAC_INDEX,CURRENT_SAC_END_INTEREST_AREAS,CURRENT_SAC_END_INTEREST_AREA_ID,EYE_USED,CURRENT_SAC_BLINK_DURATION,CURRENT_SAC_BLINK_END,CURRENT_SAC_BLINK_START
7,ReadingWITHinterference.jpg,26,2,601.10,67.00,851.8,94.5,-4.75,8.70,150.08,RIGHT,58,17,[ 13],13,LEFT,.,.,.
7,ReadingWITHinterference.jpg,26,2,845.80,93.60,123.7,234.7,-171.44,24.34,243.41,LEFT,100,18,[ 2],2,LEFT,.,.,.
7,ReadingWITHinterference.jpg,26,2,188.10,251.40,105.6,266.6,-171.84,2.71,84.84,LEFT,32,19,[ 2],2,LEFT,.,.,.
7,ReadingWITHinterference.jpg,26,2,120.10,264.70,363.0,252.0,2.29,8.12,162.33,RIGHT,50,20,[ 6],6,LEFT,.,.,.
7,ReadingWITHinterference.jpg,26,2,367.90,268.90,610.9,270.4,-0.27,8.42,155.98,RIGHT,54,21,[ 10],10,LEFT,.,.,.
7,ReadingWITHinterference.jpg,26,2,609.90,294.90,882.4,308.3,-2.13,9.34,141.49,RIGHT,66,22,[ 14],14,LEFT,.,.,.
7,ReadingWITHinterference.jpg,26,2,879.10,341.10,175.1,459.7,-172.66,23.98,235.10,LEFT,102,23,[ 3],3,LEFT,.,.,.
7,ReadingWITHinterference.jpg,26,2,188.50,460.20,113.6,470.9,-173.73,2.50,83.17,LEFT,30,24,[ 3],3,LEFT,.,.,.
7,ReadingWITHinterference.jpg,26,2,115.80,472.90,340.3,496.7,-4.63,7.55,150.91,RIGHT,50,25,[ 7],7,LEFT,.,.,.
7,ReadingWITHinterference.jpg,26,2,348.70,495.10,417.0,482.4,7.92,2.39,79.67,RIGHT,30,26,[ 7],7,LEFT,.,.,.
7,ReadingWITHinterference.jpg,26,2,406.90,464.80,610.6,442.7,4.64,7.12,142.42,RIGHT,50,27,[ 11],11,LEFT,.,.,.
7,ReadingWITHinterference.jpg,26,2,613.80,447.10,907.5,465.3,-2.67,10.10,168.40,RIGHT,60,28,[ 15],15,LEFT,.,.,.
7,ReadingWITHinterference.jpg,26,2,896.90,467.20,125.4,624.3,-171.20,25.64,256.38,LEFT,100,29,[ 4],4,LEFT,.,.,.
7,ReadingWITHinterference.jpg,26,2,145.90,625.50,90.5,641.2,-167.78,1.82,65.09,LEFT,28,30,[ 4],4,LEFT,.,.,.
7,ReadingWITHinterference.jpg,26,2,101.50,646.80,293.2,624.9,4.92,6.24,135.59,RIGHT,46,31,[ 8],8,LEFT,.,.,.
7,ReadingWITHinterference.jpg,26,2,274.50,643.10,320.5,640.4,2.50,1.53,58.93,RIGHT,26,32,[ 8],8,LEFT,.,.,.
7,ReadingWITHinterference.jpg,26,2,355.30,631.80,589.0,631.4,0.07,7.83,150.56,RIGHT,52,33,[ 12],12,LEFT,.,.,.
7,ReadingWITHinterference.jpg,26,2,592.20,632.40,674.2,607.3,12.68,2.82,88.14,RIGHT,32,34,[ 12],12,LEFT,.,.,.
7,ReadingWITHinterference.jpg,26,2,674.80,612.80,555.3,629.9,-173.99,4.04,112.19,LEFT,36,35,[ 12],12,LEFT,.,.,.
7,ReadingWITHinterference.jpg,26,2,558.50,634.10,668.2,620.2,5.32,3.70,108.74,RIGHT,34,36,[ 12],12,LEFT,.,.,.
7,ReadingWITHinterference.jpg,26,2,672.30,625.30,936.4,566.0,9.49,8.84,163.65,RIGHT,54,37,[ 15],15,LEFT,.,.,.
7,ReadingWITHinterference.jpg,26,2,942.90,570.20,644.1,388.0,155.43,10.91,143.62,LEFT,76,38,[ 11],11,LEFT,.,.,.
7,ReadingWITHinterference.jpg,26,2,570.10,388.60,335.0,252.8,156.53,8.73,145.54,LEFT,60,39,[ 6],6,LEFT,.,.,.
7,ReadingWITHinterference.jpg,26,2,342.70,268.70,273.2,1000.6,-97.38,17.72,216.09,DOWN,82,40,[ ],.,LEFT,.,.,.
7,ReadingWITHinterference.jpg,26,2,273.30,1006.40,332.0,1194.8,-66.00,4.55,113.81,DOWN,40,41,[ ],.,LEFT,.,.,.
7,ReadingWITHinterference.jpg,26,2,393.30,1181.30,286.2,1198.7,-173.59,3.39,89.33,LEFT,38,42,[ ],.,LEFT,.,.,.
7,ReadingWITHinterference.jpg,26,2,301.00,1181.50,226.9,1171.1,174.42,2.35,78.29,LEFT,30,43,[ ],.,LEFT,.,.,.
7,ReadingWITHinterference.jpg,26,2,222.60,1195.70,245.5,236.8,88.11,22.60,128.42,UP,176,44,[ 2],2,LEFT,28,20498,20472
7,ReadingWITHinterference.jpg,26,2,255.00,218.20,358.4,200.5,7.39,3.66,14.75,RIGHT,248,45,[ 6],6,LEFT,114,21140,21028
7,NamingWITHinterference.jpg,27,3,352.20,238.00,138.1,176.2,167.58,7.52,150.42,LEFT,50,1,[ 1],1,LEFT,.,.,.
7,NamingWITHinterference.jpg,27,3,140.10,191.10,55.0,171.3,169.77,2.88,95.92,LEFT,30,2,[ 1],1,LEFT,.,.,.
7,NamingWITHinterference.jpg,27,3,51.40,191.60,131.0,187.3,2.40,2.67,88.97,RIGHT,30,3,[ 1],1,LEFT,.,.,.
7,NamingWITHinterference.jpg,27,3,146.50,195.20,235.5,204.1,-4.38,3.07,102.42,RIGHT,30,4,[ 2],2,LEFT,.,.,.
7,NamingWITHinterference.jpg,27,3,253.60,202.10,236.1,196.9,167.25,0.62,39.01,LEFT,16,5,[ 2],2,LEFT,.,.,.
7,NamingWITHinterference.jpg,27,3,235.20,200.80,48.9,169.6,172.64,6.36,127.14,LEFT,50,6,[ 1],1,LEFT,.,.,.
7,NamingWITHinterference.jpg,27,3,62.30,172.60,138.3,169.1,2.05,2.52,84.08,RIGHT,30,7,[ 1],1,LEFT,.,.,.
7,NamingWITHinterference.jpg,27,3,141.30,172.30,304.8,208.9,-9.71,5.68,113.61,RIGHT,50,8,[ 6],6,LEFT,.,.,.
7,NamingWITHinterference.jpg,27,3,299.70,204.30,324.1,176.5,40.74,1.12,51.09,RIGHT,22,9,[ 5],5,LEFT,.,.,.
7,NamingWITHinterference.jpg,27,3,340.70,188.80,472.3,113.9,23.21,4.93,6.54,RIGHT,754,10,[ 5],5,LEFT,614,4526,3914
7,NamingWITHinterference.jpg,27,3,468.00,162.20,340.2,259.3,-150.21,5.04,120.08,LEFT,42,11,[ 6],6,LEFT,.,.,.
7,NamingWITHinterference.jpg,27,3,345.50,264.80,224.3,329.4,-157.95,4.49,106.81,LEFT,42,12,[ 2],2,LEFT,.,.,.
7,NamingWITHinterference.jpg,27,3,221.60,355.40,577.5,376.6,-2.58,12.50,189.40,RIGHT,66,13,[ 10],10,LEFT,.,.,.
7,NamingWITHinterference.jpg,27,3,561.00,429.80,570.3,440.2,-39.94,0.44,18.24,.,24,14,[ 11],11,LEFT,.,.,.
7,NamingWITHinterference.jpg,27,3,569.50,428.40,357.8,1200.3,-110.97,20.19,100.94,DOWN,200,15,[ ],.,LEFT,.,.,.
7,NamingWITHinterference.jpg,27,3,384.20,1181.50,290.9,1199.6,-172.36,2.94,91.93,LEFT,32,16,[ ],.,LEFT,.,.,.
7,NamingWITHinterference.jpg,27,3,292.10,1212.30,227.0,212.0,95.15,23.63,236.32,UP,100,17,[ 2],2,LEFT,.,.,.
7,NamingWITHinterference.jpg,27,3,235.10,266.80,119.5,153.1,142.87,4.84,127.41,LEFT,38,18,"[ 1, 999]",1,LEFT,.,.,.
7,NamingWITHinterference.jpg,27,3,123.60,144.80,103.4,95.4,117.84,1.42,59.08,UP,24,19,"[ 1, 999]",1,LEFT,.,.,.
7,NamingWITHinterference.jpg,27,3,121.50,71.30,313.7,69.9,0.32,6.50,135.51,RIGHT,48,20,[ 5],5,LEFT,.,.,.
7,NamingWITHinterference.jpg,27,3,309.20,74.30,131.5,59.6,176.38,6.09,132.33,LEFT,46,21,"[ 1, 999]",1,LEFT,.,.,.
7,NamingWITHinterference.jpg,27,3,133.20,62.30,355.8,76.7,-2.82,7.54,150.84,RIGHT,50,22,[ 5],5,LEFT,.,.,.
7,NamingWITHinterference.jpg,27,3,369.40,69.10,596.9,78.9,-1.86,7.90,141.13,RIGHT,56,23,[ 9],9,LEFT,.,.,.
7,NamingWITHinterference.jpg,27,3,591.00,103.80,626.1,121.9,-21.20,1.34,55.83,RIGHT,24,24,[ 9],9,LEFT,.,.,.
7,NamingWITHinterference.jpg,27,3,627.10,73.00,848.3,97.7,-4.82,7.64,152.83,RIGHT,50,25,[ 13],13,LEFT,.,.,.
7,NamingWITHinterference.jpg,27,3,864.80,83.30,160.4,253.6,-169.48,23.80,170.01,LEFT,140,26,[ 2],2,LEFT,.,.,.
7,NamingWITHinterference.jpg,27,3,158.40,275.20,110.2,276.9,-178.43,1.58,60.80,LEFT,26,27,[ 2],2,LEFT,.,.,.
7,NamingWITHinterference.jpg,27,3,124.00,272.70,95.7,262.9,165.00,0.95,5.37,LEFT,176,28,[ 2],2,LEFT,52,13760,13710
7,NamingWITHinterference.jpg,27,3,101.70,253.70,822.4,117.6,8.25,23.96,285.18,RIGHT,84,29,[ 13],13,LEFT,.,.,.
7,NamingWITHinterference.jpg,27,3,796.80,104.30,863.2,82.7,13.90,2.30,76.77,RIGHT,30,30,[ 13],13,LEFT,.,.,.
7,NamingWITHinterference.jpg,27,3,863.50,89.30,95.9,261.9,-170.17,25.50,277.18,LEFT,92,31,[ 2],2,LEFT,.,.,.
7,NamingWITHinterference.jpg,27,3,104.10,267.90,109.7,247.7,70.30,0.54,33.65,UP,16,32,[ 2],2,LEFT,.,.,.
7,NamingWITHinterference.jpg,27,3,106.40,252.50,136.6,323.9,-61.23,2.06,3.10,DOWN,664,33,[ 2],2,LEFT,486,16108,15624
7,NamingWITHinterference.jpg,27,3,135.10,262.70,97.6,327.2,-127.08,2.05,73.19,DOWN,28,34,[ 2],2,LEFT,.,.,.
7,NamingWITHinterference.jpg,27,3,106.30,270.30,129.3,258.1,22.20,0.82,41.13,RIGHT,20,35,[ 2],2,LEFT,.,.,.
7,NamingWITHinterference.jpg,27,3,124.90,270.00,102.6,267.8,175.66,0.74,41.14,LEFT,18,36,[ 2],2,LEFT,.,.,.
7,NamingWITHinterference.jpg,27,3,105.40,264.20,136.9,226.7,42.54,1.41,5.52,RIGHT,256,37,[ 2],2,LEFT,126,18876,18752
7,NamingWITHinterference.jpg,27,3,132.40,234.80,383.4,246.5,-2.03,8.47,151.26,RIGHT,56,38,[ 6],6,LEFT,.,.,.
7,NamingWITHinterference.jpg,27,3,373.80,261.80,611.8,236.4,4.59,8.25,164.95,RIGHT,50,39,[ 10],10,LEFT,.,.,.
7,NamingWITHinterference.jpg,27,3,607.70,239.40,856.7,256.1,-2.91,8.49,163.36,RIGHT,52,40,[ 14],14,LEFT,.,.,.
7,NamingWITHinterference.jpg,27,3,857.10,272.70,120.5,419.8,-171.30,24.76,257.88,LEFT,96,41,[ 3],3,LEFT,.,.,.
7,NamingWITHinterference.jpg,27,3,136.10,430.50,119.3,448.7,-140.19,0.71,39.58,LEFT,18,42,[ 3],3,LEFT,.,.,.
7,NamingWITHinterference.jpg,27,3,121.10,474.40,322.1,447.5,5.78,6.72,140.06,RIGHT,48,43,[ 7],7,LEFT,.,.,.
7,NamingWITHinterference.jpg,27,3,324.00,459.00,230.8,410.9,158.79,3.32,3.70,LEFT,896,44,[ 3],3,LEFT,712,25632,24922
7,NamingWITHinterference.jpg,27,3,212.20,414.50,129.0,437.0,-168.40,2.72,90.74,LEFT,30,45,[ 3],3,LEFT,.,.,.
7,NamingWITHinterference.jpg,27,3,129.70,451.00,97.5,450.5,179.32,1.06,52.79,LEFT,20,46,[ 3],3,LEFT,.,.,.
7,NamingWITHinterference.jpg,27,3,265.00,531.10,264.9,531.0,143.31,0.00,0.02,.,228,47,[ 7],7,LEFT,204,28206,28004
7,NamingWITHinterference.jpg,27,3,250.00,520.70,377.2,488.7,10.62,4.56,1.87,RIGHT,2438,48,[ 7],7,LEFT,2404,30800,28398
7,NamingWITHinterference.jpg,27,3,382.50,507.40,574.4,430.9,16.53,7.12,136.99,RIGHT,52,49,[ 11],11,LEFT,.,.,.
7,NamingWITHinterference.jpg,27,3,575.20,430.10,514.1,290.3,120.28,4.35,103.61,UP,42,50,[ 10],10,LEFT,.,.,.
7,NamingWITHinterference.jpg,27,3,512.40,289.60,596.2,259.3,15.20,3.14,58.16,RIGHT,54,51,[ 10],10,LEFT,.,.,.
7,NamingWITHinterference.jpg,27,3,600.60,284.70,640.8,428.6,-69.53,4.09,24.64,DOWN,166,52,[ 11],11,LEFT,.,.,.
7,NamingWITHinterference.jpg,27,3,642.20,423.70,990.2,326.1,12.07,12.06,95.74,RIGHT,126,53,[ 14],14,LEFT,.,.,.
7,NamingWITHinterference.jpg,27,3,983.90,339.30,921.1,436.8,-129.92,3.27,102.12,DOWN,32,54,[ 15],15,LEFT,.,.,.
7,NamingWITHinterference.jpg,27,3,913.60,432.20,95.7,604.4,-170.89,27.52,280.82,LEFT,98,55,[ 4],4,LEFT,.,.,.
7,NamingWITHinterference.jpg,27,3,102.20,611.00,60.7,652.0,-142.97,1.69,60.48,LEFT,28,56,[ 4],4,LEFT,.,.,.
7,NamingWITHinterference.jpg,27,3,71.30,642.10,367.6,664.3,-3.19,9.73,194.60,RIGHT,50,57,[ 8],8,LEFT,.,.,.
7,NamingWITHinterference.jpg,27,3,349.20,670.30,498.9,705.8,-9.84,5.28,120.11,RIGHT,44,58,[ 8],8,LEFT,.,.,.
7,NamingWITHinterference.jpg,27,3,495.30,679.50,640.7,644.6,9.97,5.09,121.21,RIGHT,42,59,[ 12],12,LEFT,.,.,.
7,NamingWITHinterference.jpg,27,3,638.80,635.10,645.2,661.7,-71.83,0.71,44.47,DOWN,16,60,[ 12],12,LEFT,.,.,.
7,NamingWITHinterference.jpg,27,3,637.70,655.60,615.1,632.1,142.59,1.00,16.10,LEFT,62,61,[ 12],12,LEFT,.,.,.
7,NamingWITHinterference.jpg,27,3,652.50,641.70,937.6,570.0,10.62,9.77,147.98,RIGHT,66,62,[ 15],15,LEFT,.,.,.
7,NamingWITHinterference.jpg,27,3,955.10,550.80,1074.7,464.2,29.20,4.45,60.12,RIGHT,74,63,[ ],.,LEFT,.,.,.
7,NamingWITHinterference.jpg,27,3,1053.10,457.50,953.3,566.3,-140.06,4.27,62.86,LEFT,68,64,[ 15],15,LEFT,.,.,.
7,NamingWITHinterference.jpg,27,3,980.10,585.70,1040.2,565.0,14.74,2.03,50.85,RIGHT,40,65,[ ],.,LEFT,.,.,.
7,NamingWITHinterference.jpg,27,3,1031.60,572.30,1097.5,504.6,38.41,2.72,84.92,RIGHT,32,66,[ ],.,LEFT,.,.,.
7,NamingWITHinterference.jpg,27,3,1092.10,501.70,669.4,632.0,-166.86,14.47,35.46,LEFT,408,67,[ 12],12,LEFT,.,.,.
7,NamingWITHinterference.jpg,27,3,668.60,594.30,677.1,625.6,-69.74,0.85,38.74,DOWN,22,68,[ 12],12,LEFT,.,.,.
7,NamingWITHinterference.jpg,27,3,671.50,619.30,687.6,638.1,-40.68,0.74,45.99,RIGHT,16,69,[ 12],12,LEFT,.,.,.
7,NamingWITHinterference.jpg,27,3,678.20,624.40,616.5,461.9,117.17,4.75,8.42,UP,564,70,[ 11],11,LEFT,276,37214,36940
7,NamingWITHinterference.jpg,27,3,635.20,498.60,581.1,351.7,116.25,4.43,130.37,UP,34,71,[ 10],10,LEFT,.,.,.
7,NamingWITHinterference.jpg,27,3,587.10,341.80,386.3,65.4,134.04,10.50,134.68,UP,78,72,[ 5],5,LEFT,.,.,.
7,NamingWITHinterference.jpg,27,3,368.70,59.20,398.7,652.9,-86.12,15.70,201.29,DOWN,78,73,[ 8],8,LEFT,.,.,.
7,NamingWITHinterference.jpg,27,3,410.00,662.50,294.6,1181.6,-107.37,12.95,179.86,DOWN,72,74,[ ],.,LEFT,.,.,.
7,NamingWITHinterference.jpg,27,3,329.70,1197.40,324.7,1283.6,-94.86,1.91,22.68,DOWN,84,75,[ ],.,LEFT,.,.,.
7,NamingWITHinterference.jpg,27,3,350.70,1233.40,312.2,1281.2,-139.72,1.62,22.47,LEFT,72,76,[ ],.,LEFT,.,.,.
7,NamingWITHinterference.jpg,27,3,331.40,1260.00,307.5,1230.1,139.48,1.01,63.08,LEFT,16,77,[ ],.,LEFT,.,.,.
7,NamingWITHinterference.jpg,27,3,261.80,1221.80,295.1,1289.4,-54.19,1.82,69.93,DOWN,26,78,[ ],.,LEFT,.,.,.
7,NamingWITHinterference.jpg,27,3,293.20,1292.20,135.2,1053.3,133.66,7.40,66.03,UP,112,79,[ ],.,LEFT,.,.,.
7,NamingWITHinterference.jpg,27,3,149.10,1063.10,176.3,1093.6,-38.39,1.13,56.71,RIGHT,20,80,[ ],.,LEFT,.,.,.
7,NamingWITHinterference.jpg,27,3,249.30,1205.10,577.2,524.0,55.96,19.85,171.16,UP,116,81,[ 11],11,LEFT,.,.,.
7,NamingWITHinterference.jpg,27,3,549.10,479.50,274.4,183.6,141.12,12.34,186.96,LEFT,66,82,[ 5],5,LEFT,.,.,.
7,NamingWITHinterference.jpg,27,3,293.30,191.50,428.3,209.3,-5.68,4.74,107.62,RIGHT,44,83,[ 6],6,LEFT,.,.,.
7,NamingWITHOUTinterference.jpg,28,4,.,.,326.4,120.2,.,.,.,DOWN,106,1,[ 5],5,LEFT,92,92,2
7,NamingWITHOUTinterference.jpg,28,4,323.60,121.20,125.8,196.3,-163.81,7.16,132.67,LEFT,54,2,[ 2],2,LEFT,.,.,.
7,NamingWITHOUTinterference.jpg,28,4,131.50,197.10,49.3,170.1,165.71,2.84,94.72,LEFT,30,3,[ 1],1,LEFT,.,.,.
7,NamingWITHOUTinterference.jpg,28,4,48.30,167.90,48.0,168.5,-122.71,0.02,0.42,.,44,4,[ 1],1,LEFT,20,728,710
7,NamingWITHOUTinterference.jpg,28,4,90.80,449.10,234.0,1092.1,-73.10,16.47,116.00,DOWN,142,5,[ ],.,LEFT,118,962,846
7,NamingWITHOUTinterference.jpg,28,4,269.90,1122.00,146.6,1099.8,172.79,4.09,120.24,LEFT,34,6,[ ],.,LEFT,.,.,.
7,NamingWITHOUTinterference.jpg,28,4,168.90,1051.30,173.9,1129.5,-84.83,1.81,60.17,DOWN,30,7,[ ],.,LEFT,.,.,.
7,NamingWITHOUTinterference.jpg,28,4,187.10,1148.40,404.1,1284.9,-23.42,7.75,12.15,RIGHT,638,8,[ ],.,LEFT,478,1912,1436
7,NamingWITHOUTinterference.jpg,28,4,421.30,1316.40,335.1,208.2,96.26,26.86,81.90,UP,328,9,[ 6],6,LEFT,164,2360,2198
7,NamingWITHOUTinterference.jpg,28,4,338.70,226.40,336.9,256.3,-94.57,0.80,26.66,DOWN,30,10,[ 6],6,LEFT,.,.,.
7,NamingWITHOUTinterference.jpg,28,4,335.20,214.90,232.7,137.5,150.17,4.01,105.40,LEFT,38,11,[ 1],1,LEFT,.,.,.
7,NamingWITHOUTinterference.jpg,28,4,227.30,127.90,116.7,63.5,155.91,3.96,116.45,LEFT,34,12,"[ 1, 999]",1,LEFT,.,.,.
7,NamingWITHOUTinterference.jpg,28,4,100.70,59.40,144.4,41.1,17.81,1.53,63.75,RIGHT,24,13,[ 1],1,LEFT,.,.,.
7,NamingWITHOUTinterference.jpg,28,4,144.60,32.10,84.5,30.8,179.05,2.01,71.68,LEFT,28,14,"[ 1, 999]",1,LEFT,.,.,.
7,NamingWITHOUTinterference.jpg,28,4,85.20,20.50,160.3,19.2,0.76,2.50,83.45,RIGHT,30,15,[ 1],1,LEFT,.,.,.
7,NamingWITHOUTinterference.jpg,28,4,165.00,36.10,372.0,20.5,3.27,7.15,137.49,RIGHT,52,16,[ 5],5,LEFT,.,.,.
7,NamingWITHOUTinterference.jpg,28,4,368.20,6.30,582.3,47.2,-8.17,7.62,146.46,RIGHT,52,17,[ 9],9,LEFT,.,.,.
7,NamingWITHOUTinterference.jpg,28,4,585.80,90.30,829.5,109.4,-3.40,8.61,134.55,RIGHT,64,18,[ 13],13,LEFT,.,.,.
7,NamingWITHOUTinterference.jpg,28,4,831.80,122.60,864.4,123.9,-1.75,1.14,51.66,RIGHT,22,19,[ 13],13,LEFT,.,.,.
7,NamingWITHOUTinterference.jpg,28,4,861.20,117.70,865.3,121.9,-38.08,0.18,3.77,.,48,20,[ 13],13,LEFT,.,.,.
7,NamingWITHOUTinterference.jpg,28,4,856.50,106.30,114.6,297.5,-168.77,25.77,262.97,LEFT,98,21,[ 2],2,LEFT,.,.,.
7,NamingWITHOUTinterference.jpg,28,4,139.60,286.70,335.5,260.4,5.86,6.78,141.23,RIGHT,48,22,[ 6],6,LEFT,.,.,.
7,NamingWITHOUTinterference.jpg,28,4,334.10,279.00,596.5,202.5,12.38,9.54,70.17,RIGHT,136,23,[ 10],10,LEFT,44,8964,8922
7,NamingWITHOUTinterference.jpg,28,4,629.90,263.90,899.5,245.6,2.95,9.41,151.71,RIGHT,62,24,[ 14],14,LEFT,.,.,.
7,NamingWITHOUTinterference.jpg,28,4,888.60,236.50,893.8,203.5,78.38,0.89,7.50,UP,118,25,[ 14],14,LEFT,.,.,.
7,NamingWITHOUTinterference.jpg,28,4,893.40,206.10,943.1,218.9,-11.19,1.74,66.73,RIGHT,26,26,[ 14],14,LEFT,.,.,.
7,NamingWITHOUTinterference.jpg,28,4,944.80,217.10,159.3,434.9,-167.96,27.09,265.57,LEFT,102,27,[ 3],3,LEFT,.,.,.
7,NamingWITHOUTinterference.jpg,28,4,176.10,448.80,104.6,462.1,-171.85,2.40,80.12,LEFT,30,28,[ 3],3,LEFT,.,.,.
7,NamingWITHOUTinterference.jpg,28,4,106.60,474.10,317.5,449.1,5.16,7.12,131.81,RIGHT,54,29,[ 7],7,LEFT,.,.,.
7,NamingWITHOUTinterference.jpg,28,4,333.30,468.40,467.1,443.3,7.99,4.72,112.48,RIGHT,42,30,[ 7],7,LEFT,.,.,.
7,NamingWITHOUTinterference.jpg,28,4,470.10,439.30,625.7,419.3,5.48,5.49,119.44,RIGHT,46,31,[ 11],11,LEFT,.,.,.
7,NamingWITHOUTinterference.jpg,28,4,618.20,410.50,577.7,260.3,109.80,4.24,28.65,UP,148,32,[ 10],10,LEFT,.,.,.
7,NamingWITHOUTinterference.jpg,28,4,568.00,261.10,919.1,461.0,-23.32,13.25,89.55,RIGHT,148,33,[ 15],15,LEFT,.,.,.
7,NamingWITHOUTinterference.jpg,28,4,924.50,460.80,925.7,435.0,86.52,0.66,33.18,UP,20,34,[ 15],15,LEFT,.,.,.
7,NamingWITHOUTinterference.jpg,28,4,916.80,455.30,912.9,459.2,-142.71,0.17,2.85,.,58,35,[ 15],15,LEFT,.,.,.
7,NamingWITHOUTinterference.jpg,28,4,927.20,461.00,925.3,445.9,99.37,0.39,1.68,.,234,36,[ 15],15,LEFT,.,.,.
7,NamingWITHOUTinterference.jpg,28,4,920.60,459.60,120.7,641.6,-170.20,26.79,267.91,LEFT,100,37,[ 4],4,LEFT,.,.,.
7,NamingWITHOUTinterference.jpg,28,4,130.70,644.00,329.0,614.2,6.42,6.63,132.59,RIGHT,50,38,[ 8],8,LEFT,.,.,.
7,NamingWITHOUTinterference.jpg,28,4,332.70,638.60,547.4,653.0,-2.83,7.39,153.90,RIGHT,48,39,[ 12],12,LEFT,.,.,.
7,NamingWITHOUTinterference.jpg,28,4,544.50,654.70,508.0,398.2,100.89,6.76,71.89,UP,94,40,[ 7],7,LEFT,.,.,.
7,NamingWITHOUTinterference.jpg,28,4,503.90,391.10,1125.9,537.4,-10.22,21.07,78.03,RIGHT,270,41,[ ],.,LEFT,158,14816,14660
7,NamingWITHOUTinterference.jpg,28,4,1135.60,544.80,1155.1,563.7,-37.19,0.77,42.90,RIGHT,18,42,[ ],.,LEFT,.,.,.
7,NamingWITHOUTinterference.jpg,28,4,1152.20,569.30,282.7,1088.3,-156.09,30.20,296.03,LEFT,102,43,[ ],.,LEFT,26,15530,15506
7,NamingWITHOUTinterference.jpg,28,4,302.30,1105.10,273.9,1221.8,-109.32,2.73,90.99,DOWN,30,44,[ ],.,LEFT,.,.,.
7,NamingWITHOUTinterference.jpg,28,4,292.40,1225.70,252.7,1218.9,173.24,1.24,56.35,LEFT,22,45,[ ],.,LEFT,.,.,.
7,NamingWITHOUTinterference.jpg,28,4,305.80,1228.10,347.2,1226.2,1.81,1.31,54.79,RIGHT,24,46,[ ],.,LEFT,.,.,.
7,NamingWITHOUTinterference.jpg,28,4,338.40,1232.20,279.4,1268.1,-157.39,2.03,72.35,LEFT,28,47,[ ],.,LEFT,.,.,.
7,NamingWITHOUTinterference.jpg,28,4,289.00,1276.60,424.0,490.5,76.42,19.26,196.48,UP,98,48,[ 7],7,LEFT,.,.,.
7,NamingWITHOUTinterference.jpg,28,4,423.60,492.90,254.5,248.5,132.58,8.77,156.59,UP,56,49,[ 2],2,LEFT,.,.,.
8,ReadingWITHOUTinterference.jpg,29,1,540.3,442.0,348.4,312.9,153.14,6.8,141.59,LEFT,48,1,[ 6],6,LEFT,.,.,.
8,ReadingWITHOUTinterference.jpg,29,1,353.4,310.3,306.9,198.2,118.75,3.04,95.02,UP,32,2,[ 6],6,LEFT,.,.,.
8,ReadingWITHOUTinterference.jpg,29,1,309.1,200.7,268.9,184.6,163.15,1.32,55.04,LEFT,24,3,[ 5],5,LEFT,.,.,.
8,ReadingWITHOUTinterference.jpg,29,1,273.3,187.2,392.7,185.3,0.69,3.78,105.13,RIGHT,36,4,[ 5],5,LEFT,.,.,.
8,ReadingWITHOUTinterference.jpg,29,1,403.8,187.0,506.5,180.0,2.93,3.3,91.56,RIGHT,36,5,[ 5],5,LEFT,.,.,.
8,ReadingWITHOUTinterference.jpg,29,1,511.8,176.5,612.4,176.1,0.17,3.23,95.14,RIGHT,34,6,[ 9],9,LEFT,.,.,.
8,ReadingWITHOUTinterference.jpg,29,1,615.6,169.3,735.3,177.7,-3.02,3.84,100.94,RIGHT,38,7,[ 9],9,LEFT,.,.,.
8,ReadingWITHOUTinterference.jpg,29,1,737.5,179.7,510.8,180.4,-179.87,7.22,66.85,LEFT,108,8,[ 5],5,LEFT,.,.,.
8,ReadingWITHOUTinterference.jpg,29,1,510.3,167.2,249.3,184.2,-177.18,8.18,151.46,LEFT,54,9,[ 1],1,LEFT,.,.,.
8,ReadingWITHOUTinterference.jpg,29,1,259.1,185.7,359.4,161.0,10.57,3.21,21.14,RIGHT,152,10,[ 5],5,LEFT,56,2360,2306
8,ReadingWITHOUTinterference.jpg,29,1,366.4,171.2,464.5,182.6,-5.0,3.1,91.08,RIGHT,34,11,[ 5],5,LEFT,.,.,.
8,ReadingWITHOUTinterference.jpg,29,1,474.6,179.3,590.6,176.3,1.11,3.61,100.4,RIGHT,36,12,[ 9],9,LEFT,.,.,.
8,ReadingWITHOUTinterference.jpg,29,1,601.8,174.6,731.7,176.9,-0.76,3.97,104.39,RIGHT,38,13,[ 9],9,LEFT,.,.,.
8,ReadingWITHOUTinterference.jpg,29,1,734.3,175.6,157.6,327.7,-168.65,17.64,244.97,LEFT,72,14,[ 2],2,LEFT,.,.,.
8,ReadingWITHOUTinterference.jpg,29,1,177.1,335.7,232.3,343.5,-6.17,1.67,69.68,RIGHT,24,15,[ 2],2,LEFT,.,.,.
8,ReadingWITHOUTinterference.jpg,29,1,239.9,346.0,346.8,348.8,-1.14,3.29,96.76,RIGHT,34,16,[ 6],6,LEFT,.,.,.
